39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
43, Private,302649, Masters,15, Never-married, Handlers-cleaners, Husband, White, Male,90,3,49, India, <=50K
51, Local-gov,44820, Masters,14, Widowed, Sales, Unmarried, White, Male,13736,5,40, United-States, <=50K
69, Private,391772, Assoc-voc,8, Married-civ-spouse, Prof-specialty, Husband, White, Male,-31,0,58, Taiwan, >50K
23, Private,132225, 10th,6, Never-married, Sales, Own-child, White, Male,-9,1,48, United-States, <=50K
41, Private,128979, HS-grad,9, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,18,0,39, Iran, <=50K
20, Private,88795, HS-grad,7, Divorced, Handlers-cleaners, Not-in-family, White, Female,-23,0,18, United-States, <=50K
23, Private,200766, HS-grad,9, Never-married, Other-service, Own-child, White, Male,-35,-1,39, United-States, <=50K
31, Private,349978, 1st-4th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,15,-2,39, England, <=50K
63, Self-emp-not-inc,339090, HS-grad,9, Widowed, Adm-clerical, Other-relative, White, Female,-31,-3,39, United-States, <=50K
47, Local-gov,125387, Bachelors,12, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,-5,6,39, United-States, <=50K
39, Private,105741, Assoc-acdm,13, Married-civ-spouse, Prof-specialty, Wife, White, Male,15866,1802,39, United-States, >50K
24, Private,387648, HS-grad,8, Widowed, Adm-clerical, Unmarried, Black, Female,47,0,33, United-States, <=50K
27, Private,37162, Some-college,10, Never-married, ?, Not-in-family, White, Female,-57,5,13, United-States, <=50K
57, Private,181872, HS-grad,3, Never-married, Handlers-cleaners, Not-in-family, White, Male,-42,-1,40, Jamaica, <=50K
33, Private,23237, 7th-8th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-11,0,39, South, <=50K
17, ?,232503, HS-grad,8, Widowed, Handlers-cleaners, Not-in-family, White, Female,-42,-2,39, United-States, <=50K
68, Private,62640, HS-grad,8, Married-spouse-absent, Prof-specialty, Unmarried, White, Female,25,1,32, United-States, <=50K
50, Private,108000, HS-grad,8, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,-13,6,39, United-States, <=50K
45, Self-emp-not-inc,362842, Doctorate,3, Married-civ-spouse, ?, Not-in-family, White, Male,-42,2,33, United-States, <=50K
21, ?,300948, Assoc-voc,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,-3,0,40, United-States, <=50K
16, Private,418871, HS-grad,9, Never-married, Craft-repair, Own-child, White, Female,53,0,40, United-States, <=50K
74, Private,208858, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-18,2,49, United-States, >50K
20, Private,47735, 7th-8th,6, Never-married, Other-service, Own-child, White, Male,44,2,26, United-States, <=50K
29, Private,45557, HS-grad,8, Never-married, Other-service, Not-in-family, White, Female,-8,0,17, United-States, <=50K
47, Private,45045, 10th,7, Never-married, Sales, Own-child, White, Male,69,1,40, Honduras, <=50K
28, Without-pay,399181, Bachelors,11, Married-spouse-absent, Sales, Other-relative, White, Male,9,0,17, Columbia, <=50K
37, Local-gov,183184, HS-grad,8, Divorced, Sales, Not-in-family, White, Female,87,3,39, United-States, <=50K
60, State-gov,215707, HS-grad,13, Divorced, Adm-clerical, Unmarried, White, Female,27,-3,50, United-States, <=50K
24, Private,38747, 12th,6, Never-married, Other-service, Own-child, White, Female,-34,-1,15, United-States, <=50K
44, State-gov,238375, Bachelors,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,50,1814,57, United-States, >50K
21, Private,56847, 11th,6, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,37,0,40, United-States, <=50K
57, Private,222522, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,-103,-3,50, United-States, >50K
21, Private,295315, Some-college,10, Never-married, Other-service, Own-child, White, Male,77,3,22, Mexico, <=50K
33, State-gov,112972, Assoc-acdm,12, Divorced, Adm-clerical, Not-in-family, White, Female,-52,1883,40, United-States, <=50K
46, Private,157640, 7th-8th,13, Married-civ-spouse, Exec-managerial, Wife, White, Male,-16,0,49, Philippines, <=50K
44, Private,207392, Some-college,8, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,4,1,39, United-States, <=50K
46, Private,275110, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,-43,1,39, China, >50K
61, Private,152588, Bachelors,12, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,-15,-1,48, United-States, <=50K
31, Private,371205, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,35,-1,43, United-States, <=50K
51, Self-emp-not-inc,215478, Assoc-voc,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,-4,1,40, Mexico, >50K
46, Private,43342, 9th,3, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,25,1,39, Taiwan, <=50K
46, Local-gov,199494, HS-grad,9, Divorced, Sales, Unmarried, White, Female,-13,-1,40, United-States, <=50K
58, ?,268917, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,-11,-4,35, United-States, <=50K
31, Private,45318, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Other, Female,6,-3,40, United-States, <=50K
29, Private,372272, HS-grad,2, Divorced, Machine-op-inspct, Unmarried, Black, Female,-53,-4,39, United-States, <=50K
31, ?,324137, Assoc-acdm,8, Married-civ-spouse, ?, Own-child, White, Female,15,0,39, United-States, >50K
41, Private,116370, 9th,5, Never-married, Adm-clerical, Not-in-family, White, Male,20,1920,65, United-States, <=50K
29, Private,200743, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,-43,1,33, Mexico, <=50K
43, Private,325635, HS-grad,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,12,-2,39, United-States, <=50K
31, Private,120166, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,15982,-3,40, United-States, >50K
32, Private,300064, HS-grad,8, Married-AF-spouse, Handlers-cleaners, Not-in-family, White, Male,20,0,39, Mexico, <=50K
66, Local-gov,50282, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,2,1805,39, United-States, <=50K
58, Private,264148, Assoc-acdm,13, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,45,0,23, United-States, >50K
41, Local-gov,433844, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,10,1,39, United-States, <=50K
49, Self-emp-inc,55256, Assoc-voc,14, Married-civ-spouse, Transport-moving, Husband, White, Male,-1,4,40, India, >50K
53, Private,54364, Masters,5, Married-civ-spouse, Prof-specialty, Husband, White, Female,16,-2,58, United-States, >50K
32, Self-emp-not-inc,55549, Masters,10, Married-civ-spouse, Transport-moving, Husband, White, Male,-54,0,39, United-States, >50K
35, Private,135537, Masters,6, Widowed, Handlers-cleaners, Not-in-family, White, Female,3285,0,15, United-States, <=50K
36, State-gov,192754, Some-college,14, Divorced, Adm-clerical, Unmarried, Black, Female,35,1,34, United-States, <=50K
18, Private,185955, HS-grad,8, Never-married, Other-service, Not-in-family, White, Male,-24,-1,32, United-States, <=50K
42, Self-emp-not-inc,127126, Some-college,9, Married-civ-spouse, Transport-moving, Husband, White, Male,8,-2,49, ?, >50K
37, Self-emp-inc,137681, Prof-school,14, Married-civ-spouse, Farming-fishing, Husband, White, Male,7,-2,54, United-States, >50K
46, Private,65960, Assoc-voc,14, Married-civ-spouse, Craft-repair, Husband, White, Male,30,5,19, United-States, <=50K
31, Private,204998, Bachelors,4, Married-civ-spouse, Tech-support, Not-in-family, White, Male,-87,0,40, United-States, <=50K
17, ?,95440, HS-grad,9, Never-married, ?, Own-child, White, Female,-68,0,17, United-States, <=50K
40, Federal-gov,204616, HS-grad,8, Never-married, Transport-moving, Husband, White, Male,-5,3,39, United-States, <=50K
56, ?,135264, Assoc-voc,3, Divorced, ?, Not-in-family, White, Male,17,-2,48, United-States, >50K
72, Never-worked,392126, 9th,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-16,4,40, El-Salvador, <=50K
48, Private,249217, Masters,10, Married-civ-spouse, Craft-repair, Husband, White, Male,64,1,49, Germany, >50K
33, Self-emp-not-inc,390629, 11th,5, Never-married, Sales, Not-in-family, White, Male,64,1842,58, United-States, <=50K
36, Without-pay,115520, Some-college,14, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,-12,0,40, United-States, <=50K
17, Private,165927, 7th-8th,7, Never-married, Exec-managerial, Own-child, White, Male,13,1,34, United-States, <=50K
34, Private,381069, Some-college,12, Married-civ-spouse, Craft-repair, Husband, White, Male,2149,1,45, United-States, >50K
46, Private,118624, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,63,3,39, United-States, <=50K
36, Private,237327, Bachelors,11, Married-civ-spouse, Sales, Husband, White, Male,11,0,49, Vietnam, <=50K
71, Private,108969, Prof-school,14, Married-civ-spouse, Sales, Other-relative, White, Male,35,-1,39, United-States, >50K
21, Private,113341, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,-36,0,35, Mexico, <=50K
35, Self-emp-inc,240309, Some-college,15, Married-civ-spouse, Farming-fishing, Husband, White, Male,44,1,39, United-States, >50K
48, ?,66076, HS-grad,8, Never-married, ?, Own-child, White, Female,52,0,7, United-States, <=50K
31, Private,260941, 9th,14, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,50,2,40, Honduras, <=50K
29, Private,212071, HS-grad,8, Never-married, Transport-moving, Husband, White, Male,77,2,32, Jamaica, <=50K
60, Self-emp-not-inc,45264, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-5,0,34, United-States, <=50K
27, Private,269641, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-27,0,40, United-States, <=50K
37, Private,31960, 7th-8th,9, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,-16,0,69, United-States, <=50K
36, Private,198792, HS-grad,10, Married-civ-spouse, Craft-repair, Husband, Other, Male,-17,-2,39, Puerto-Rico, <=50K
21, ?,214894, HS-grad,9, Never-married, ?, Own-child, White, Male,11,-1,39, United-States, <=50K
40, Private,186374, Some-college,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,-30,-4,44, United-States, >50K
54, Self-emp-not-inc,212547, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, White, Male,-1,-2,39, Puerto-Rico, <=50K
56, Private,306271, Some-college,9, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,-32,0,39, Mexico, >50K
35, State-gov,322893, Prof-school,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,-55,-2,39, United-States, >50K
59, Private,110571, Assoc-voc,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,65,-1,58, United-States, <=50K
31, Private,200767, Assoc-voc,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,44,4,39, United-States, >50K
29, State-gov,240117, Some-college,13, Married-civ-spouse, ?, Husband, White, Male,-40,-1,59, United-States, <=50K
48, Private,211903, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,43,-7,50, England, <=50K
22, Private,362623, 9th,1, Never-married, Handlers-cleaners, Other-relative, White, Female,-3,0,39, United-States, <=50K
69, Private,377355, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,19,4,44, United-States, >50K
31, Private,146286, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Male,27,2,50, Canada, >50K
47, Self-emp-not-inc,123032, HS-grad,9, Widowed, Sales, Unmarried, White, Male,-23,0,34, Taiwan, <=50K
32, ?,116901, Some-college,10, Never-married, Adm-clerical, Husband, White, Male,9,-1,39, United-States, <=50K
28, Private,222119, Bachelors,13, Never-married, ?, Not-in-family, Black, Female,19,-1,39, United-States, <=50K
49, Private,116665, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Male,56,-2,39, United-States, >50K
50, Private,206556, HS-grad,8, Divorced, Machine-op-inspct, Unmarried, Black, Female,11,0,34, Jamaica, <=50K
60, Self-emp-not-inc,223026, Some-college,8, Married-civ-spouse, Transport-moving, Husband, White, Male,17,0,62, United-States, <=50K
37, Private,270056, Some-college,9, Married-civ-spouse, Transport-moving, Husband, White, Male,6,-3,39, United-States, <=50K
33, Private,191141, HS-grad,12, Never-married, Adm-clerical, Not-in-family, White, Female,-14,4,39, United-States, <=50K
38, Private,371519, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-55,0,39, United-States, <=50K
35, Local-gov,188572, HS-grad,9, Divorced, Other-service, Unmarried, Black, Female,44,-1,39, United-States, <=50K
22, Private,263046, Bachelors,9, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Female,18,-1,28, ?, <=50K
17, ?,179264, HS-grad,9, Never-married, ?, Other-relative, White, Female,-34,0,39, United-States, <=50K
42, Private,32439, Some-college,10, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,-14,-1,59, United-States, <=50K
30, Private,27485, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,-27,0,49, United-States, <=50K
45, Private,180704, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,30,-1,40, United-States, <=50K
32, Self-emp-not-inc,201938, Masters,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,107,1,51, United-States, >50K
21, Self-emp-inc,187685, 7th-8th,12, Never-married, Handlers-cleaners, Own-child, White, Male,57,0,39, Cuba, <=50K
46, ?,175949, Bachelors,12, Never-married, Exec-managerial, Not-in-family, White, Female,24,2,50, United-States, <=50K
53, Local-gov,154209, 11th,4, Never-married, Machine-op-inspct, Not-in-family, White, Male,-9,0,33, United-States, <=50K
47, Private,406879, HS-grad,8, Divorced, Machine-op-inspct, Unmarried, White, Female,14,2,36, United-States, <=50K
60, ?,373107, HS-grad,8, Married-civ-spouse, Farming-fishing, Own-child, White, Male,-24,-2,17, United-States, <=50K
50, Private,117303, HS-grad,8, Never-married, Craft-repair, Own-child, White, Male,-18,0,39, United-States, <=50K
50, ?,214213, 10th,6, Never-married, ?, Own-child, White, Male,-43,1,39, United-States, <=50K
54, Private,39189, Some-college,9, Married-civ-spouse, Sales, Husband, White, Male,-22,1752,50, United-States, <=50K
42, Self-emp-inc,171931, Some-college,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,-37,6,50, United-States, >50K
28, Without-pay,170900, 11th,12, Never-married, Prof-specialty, Not-in-family, White, Female,77,3,17, United-States, <=50K
19, Private,248434, Assoc-acdm,6, Never-married, ?, Not-in-family, White, Female,-3,-3,40, United-States, <=50K
34, State-gov,279754, Bachelors,4, Never-married, ?, Not-in-family, White, Female,-21,0,40, United-States, <=50K
23, Private,99428, HS-grad,8, Never-married, Adm-clerical, Not-in-family, White, Female,-4,0,20, United-States, <=50K
31, Self-emp-inc,31739, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7798,3,39, United-States, >50K
67, Private,112447, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Male,-12,3,24, United-States, <=50K
39, Local-gov,40235, Assoc-acdm,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,62,2122,58, Honduras, >50K
37, Private,232744, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,-53,4,49, United-States, <=50K
57, Private,50758, HS-grad,9, Widowed, Exec-managerial, Not-in-family, Black, Female,-3,2,22, United-States, <=50K
39, Federal-gov,337706, Masters,13, Married-spouse-absent, Transport-moving, Husband, White, Female,-9,1,40, United-States, <=50K
26, Private,220611, Some-college,5, Married-civ-spouse, Adm-clerical, Husband, White, Male,-50,-4,40, United-States, <=50K
44, Local-gov,50509, Some-college,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,-53,0,40, South, <=50K
45, Self-emp-inc,178954, HS-grad,9, Widowed, Prof-specialty, Wife, White, Female,-33,0,40, United-States, <=50K
32, Federal-gov,224156, Bachelors,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-30,-1,56, United-States, >50K
28, Self-emp-not-inc,180869, Prof-school,10, Married-civ-spouse, ?, Husband, White, Male,87,0,40, United-States, >50K
61, Private,199137, HS-grad,8, Never-married, Machine-op-inspct, Own-child, Black, Female,28,-4,40, United-States, <=50K
32, Private,148721, Bachelors,12, Never-married, Craft-repair, Own-child, White, Male,-75,0,40, Honduras, <=50K
26, Private,36741, Bachelors,12, Married-spouse-absent, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,1,-2,39, ?, <=50K
25, Private,212651, Some-college,10, Never-married, Sales, Not-in-family, White, Male,85,0,39, United-States, <=50K
39, Private,271762, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,21,-1,39, England, <=50K
36, Private,52001, Assoc-voc,13, Divorced, Adm-clerical, Unmarried, White, Female,-34,2,36, United-States, <=50K
27, Self-emp-inc,30200, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,40,-2,44, United-States, <=50K
48, Private,368451, Bachelors,13, Married-spouse-absent, Tech-support, Unmarried, Black, Male,2781,-2,50, Honduras, <=50K
43, Self-emp-not-inc,60150, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,-49,-1,39, United-States, <=50K
45, Self-emp-inc,256964, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,3829,-2,60, United-States, >50K
27, Private,104846, Doctorate,15, Married-civ-spouse, Sales, Wife, White, Female,11,0,49, Philippines, >50K
31, Self-emp-inc,355844, 12th,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-49,1,39, United-States, <=50K
48, State-gov,223889, Bachelors,12, Married-spouse-absent, Sales, Not-in-family, Asian-Pac-Islander, Male,16,0,44, United-States, >50K
49, Self-emp-not-inc,232750, HS-grad,8, Married-civ-spouse, Tech-support, Husband, White, Male,-2,-5,39, United-States, >50K
49, Local-gov,366789, HS-grad,7, Divorced, Exec-managerial, Not-in-family, White, Female,11,1,49, United-States, <=50K
32, Private,99230, HS-grad,9, Separated, Adm-clerical, Other-relative, White, Female,-17,0,34, United-States, <=50K
37, Self-emp-inc,64564, Bachelors,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,40,-1,56, England, >50K
29, Private,118993, 12th,3, Never-married, Machine-op-inspct, Not-in-family, White, Male,16,1,39, United-States, <=50K
29, Self-emp-not-inc,196604, Some-college,9, Married-civ-spouse, Tech-support, Husband, White, Male,15425,1877,57, United-States, >50K
31, Private,169901, Bachelors,6, Never-married, Exec-managerial, Not-in-family, White, Female,-5,0,49, United-States, <=50K
25, Without-pay,208248, Some-college,14, Never-married, Sales, Husband, White, Male,74,2,39, United-States, <=50K
30, Self-emp-not-inc,187246, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-88,1536,64, United-States, <=50K
28, Private,161631, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,5,-4,39, United-States, <=50K
44, ?,106881, HS-grad,8, Divorced, Adm-clerical, Unmarried, White, Female,-8,-1,40, United-States, <=50K
30, Local-gov,190903, Masters,12, Never-married, Sales, Not-in-family, White, Male,-27,-1,18, United-States, <=50K
24, Private,214499, HS-grad,9, Never-married, ?, Not-in-family, Black, Female,-6,-1,29, United-States, <=50K
52, Private,190185, Bachelors,4, Never-married, ?, Own-child, White, Male,-27,1713,44, United-States, <=50K
37, Local-gov,211665, HS-grad,8, Divorced, Machine-op-inspct, Unmarried, White, Female,13,-1,36, Canada, <=50K
54, Private,174563, Masters,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,56,-2,40, United-States, >50K
58, Self-emp-inc,278568, Prof-school,10, Married-civ-spouse, Sales, Husband, White, Male,33,3,56, United-States, >50K
49, Private,63492, Some-college,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,124,-4,40, England, >50K
43, Private,182284, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,49,3,49, United-States, <=50K
42, Local-gov,340581, HS-grad,8, Divorced, Adm-clerical, Unmarried, White, Female,2677,0,40, United-States, <=50K
20, ?,212989, 12th,4, Never-married, Other-service, Own-child, White, Female,-64,0,48, United-States, <=50K
42, Private,335101, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,-26,0,39, United-States, >50K
18, ?,244085, 10th,8, Never-married, Handlers-cleaners, Own-child, White, Male,2,0,15, United-States, <=50K
37, Private,171269, HS-grad,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,-4,0,40, United-States, >50K
43, Private,32796, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,-1,-2,30, United-States, <=50K
55, State-gov,114302, Assoc-acdm,13, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,1,0,64, United-States, >50K
38, Private,254311, HS-grad,8, Widowed, Adm-clerical, Not-in-family, Black, Female,-17,-1,26, United-States, <=50K
60, Private,381639, HS-grad,14, Married-civ-spouse, Farming-fishing, Wife, White, Male,7774,-1,59, United-States, >50K
52, Private,317327, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Black, Male,26,0,39, United-States, <=50K
63, Private,353354, HS-grad,8, Married-civ-spouse, Sales, Husband, White, Male,7227,1,39, United-States, >50K
30, Private,50834, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,28,1,39, Mexico, <=50K
37, Private,317799, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-50,-1,39, Germany, <=50K
42, Private,362863, Assoc-acdm,12, Married-spouse-absent, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,29,-2,39, El-Salvador, >50K
19, Private,184150, HS-grad,8, Married-AF-spouse, Adm-clerical, Own-child, White, Male,24,-3,39, United-States, <=50K
20, Private,43802, Bachelors,6, Never-married, Sales, Own-child, White, Male,2,0,39, United-States, <=50K
43, Private,322969, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,48,-2,40, Cuba, >50K
23, Private,126164, HS-grad,4, Never-married, Handlers-cleaners, Own-child, White, Male,-21,0,39, Mexico, <=50K
18, Private,173380, 11th,6, Never-married, Craft-repair, Own-child, White, Male,67,0,13, Cuba, <=50K
63, Self-emp-not-inc,202983, HS-grad,8, Married-civ-spouse, Sales, Husband, White, Male,71,-1,40, United-States, <=50K
37, Private,172631, Masters,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-81,0,59, Mexico, >50K
60, Private,391450, Bachelors,14, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Male,59,0,40, England, >50K
43, Private,207622, Assoc-voc,9, Divorced, Adm-clerical, Unmarried, White, Female,42,-1,39, United-States, <=50K
26, Private,206151, HS-grad,8, Never-married, Other-service, Husband, White, Male,-45,1,39, United-States, <=50K
44, Private,145520, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,19,-4,39, Mexico, <=50K
19, Private,122804, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,-20,-3,11, United-States, <=50K
66, Self-emp-not-inc,220237, HS-grad,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,56,1,67, United-States, <=50K
32, Self-emp-not-inc,201134, HS-grad,8, Never-married, Handlers-cleaners, Not-in-family, White, Male,36,-1,39, United-States, <=50K
26, Private,24246, Some-college,7, Divorced, Handlers-cleaners, Other-relative, Black, Male,53,1947,36, United-States, <=50K
38, State-gov,356524, Prof-school,14, Married-civ-spouse, Prof-specialty, Wife, White, Male,16,-2,39, Greece, >50K
33, Private,131839, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2,-1,39, United-States, <=50K
38, Private,173719, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,15,0,21, United-States, <=50K
29, State-gov,193752, Bachelors,13, Never-married, ?, Not-in-family, White, Male,22,-1,19, United-States, <=50K
49, Local-gov,336623, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,26,-1,29, United-States, <=50K
35, ?,303925, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,60,0,39, United-States, <=50K
39, Private,198311, 9th,13, Never-married, Prof-specialty, Not-in-family, White, Male,37,-3,40, Vietnam, <=50K
25, Private,207690, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,-18,-3,40, United-States, <=50K
29, Self-emp-not-inc,369690, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-47,-2,49, United-States, <=50K
30, Self-emp-not-inc,39523, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,64,-2,12, United-States, <=50K
37, Without-pay,168370, HS-grad,8, Married-spouse-absent, ?, Unmarried, White, Female,70,-2,19, United-States, <=50K
28, State-gov,324409, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,44,-1,59, United-States, >50K
21, Federal-gov,62961, HS-grad,8, Widowed, Adm-clerical, Unmarried, White, Male,-5,-1,17, United-States, <=50K
22, State-gov,205392, Assoc-voc,8, Married-civ-spouse, Sales, Husband, White, Male,2,2,39, United-States, >50K
29, Private,384412, Some-college,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-45,0,39, ?, <=50K
23, Private,291046, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,-9,-2,40, United-States, <=50K
32, Private,58288, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,53,-3,39, United-States, <=50K
23, Private,63169, HS-grad,9, Never-married, ?, Not-in-family, White, Female,8,1,24, United-States, <=50K
37, ?,167542, HS-grad,8, Separated, Machine-op-inspct, Unmarried, White, Female,109,0,32, United-States, <=50K
34, State-gov,39958, Assoc-voc,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-3,-1,67, United-States, >50K
33, Private,183896, HS-grad,8, Never-married, Other-service, Not-in-family, White, Female,12,4,33, United-States, <=50K
34, Private,328531, Assoc-voc,12, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,-47,0,26, Honduras, <=50K
54, State-gov,375193, HS-grad,9, Separated, Adm-clerical, Unmarried, White, Female,33,0,16, United-States, <=50K
28, ?,284595, 10th,10, Never-married, ?, Not-in-family, White, Male,-21,-2,4, Mexico, <=50K
22, Private,271928, Bachelors,3, Married-civ-spouse, ?, Wife, White, Male,67,1735,49, United-States, <=50K
29, Private,56818, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,-38,-1,40, United-States, <=50K
66, Never-worked,126716, Bachelors,8, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,-17,1,34, Outlying-US(Guam-USVI-etc), >50K
29, Private,271775, HS-grad,9, Never-married, Sales, Wife, White, Male,-35,-2,49, United-States, <=50K
20, ?,194277, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,47,0,39, Mexico, <=50K
42, Private,182892, 9th,11, Widowed, Craft-repair, Not-in-family, White, Male,-54,-4,40, United-States, <=50K
31, State-gov,35311, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,15401,2,40, United-States, >50K
35, Private,115920, 5th-6th,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,7262,0,45, Japan, >50K
33, Private,247061, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15918,1738,40, United-States, >50K
23, Without-pay,308564, 10th,12, Separated, Other-service, Unmarried, White, Female,30,-2,39, United-States, >50K
28, Private,335541, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,15,-2,40, United-States, <=50K
45, Private,302764, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,-37,0,34, United-States, <=50K
48, Private,99055, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Black, Female,-130,-4,39, United-States, <=50K
31, Private,313090, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,14138,0,23, Japan, >50K
